,chunk,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,Book,TopEmotion1,TopEmotion2,TopEmotion3,Filename_x,Query,Filename_y,ISBN13,Title,Author,PublishedDate,ImgURL,NumPages,AvgRtg,Description,BuyLink,Price,Currency,Most Similar Book,2nd Most Similar Book,3rd Most Similar Book,book_updated
24,5,0.06989748369058714,0.16868592730661697,0.05405405405405406,0.09878844361602983,0.1929170549860205,0.08667287977632805,0.08760484622553588,0.2413793103448276,0.30120481927710846,0.6987951807228916,Pride and Prejudice by Jane Austen,trust,anticipation,joy,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen.txt,"{'type': 'OTHER', 'identifier': 'HARVARD:32044086796588'}",Pride and Prejudice,Jane Austen,1918,http://books.google.com/books/content?id=s1gVAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,401,4,"Austen’s most celebrated novel tells the story of Elizabeth Bennet, a bright, lively young woman with four sisters, and a mother determined to marry them to wealthy men. At a party near the Bennets’ home in the English countryside, Elizabeth meets the wealthy, proud Fitzwilliam Darcy. Elizabeth initially finds Darcy haughty and intolerable, but circumstances continue to unite the pair. Mr. Darcy finds himself captivated by Elizabeth’s wit and candor, while her reservations about his character slowly vanish. The story is as much a social critique as it is a love story, and the prose crackles with Austen’s wry wit.",https://play.google.com/store/books/details?id=s1gVAAAAYAAJ&rdid=book-s1gVAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,Moby Dick,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice
25,6,0.07598253275109171,0.19213973799126638,0.04716157205240175,0.0943231441048035,0.18253275109170305,0.10655021834061135,0.08558951965065502,0.21572052401746725,0.35104895104895106,0.6489510489510489,Pride and Prejudice by Jane Austen,trust,anticipation,joy,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen.txt,"{'type': 'OTHER', 'identifier': 'HARVARD:32044086796588'}",Pride and Prejudice,Jane Austen,1918,http://books.google.com/books/content?id=s1gVAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,401,4,"Austen’s most celebrated novel tells the story of Elizabeth Bennet, a bright, lively young woman with four sisters, and a mother determined to marry them to wealthy men. At a party near the Bennets’ home in the English countryside, Elizabeth meets the wealthy, proud Fitzwilliam Darcy. Elizabeth initially finds Darcy haughty and intolerable, but circumstances continue to unite the pair. Mr. Darcy finds himself captivated by Elizabeth’s wit and candor, while her reservations about his character slowly vanish. The story is as much a social critique as it is a love story, and the prose crackles with Austen’s wry wit.",https://play.google.com/store/books/details?id=s1gVAAAAYAAJ&rdid=book-s1gVAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,Moby Dick,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice
26,7,0.07238394964594808,0.19276160503540518,0.05350118017309206,0.0944138473642801,0.1966955153422502,0.08811959087332809,0.08182533438237609,0.22029897718332023,0.3333333333333333,0.6666666666666666,Pride and Prejudice by Jane Austen,trust,anticipation,joy,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen.txt,"{'type': 'OTHER', 'identifier': 'HARVARD:32044086796588'}",Pride and Prejudice,Jane Austen,1918,http://books.google.com/books/content?id=s1gVAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,401,4,"Austen’s most celebrated novel tells the story of Elizabeth Bennet, a bright, lively young woman with four sisters, and a mother determined to marry them to wealthy men. At a party near the Bennets’ home in the English countryside, Elizabeth meets the wealthy, proud Fitzwilliam Darcy. Elizabeth initially finds Darcy haughty and intolerable, but circumstances continue to unite the pair. Mr. Darcy finds himself captivated by Elizabeth’s wit and candor, while her reservations about his character slowly vanish. The story is as much a social critique as it is a love story, and the prose crackles with Austen’s wry wit.",https://play.google.com/store/books/details?id=s1gVAAAAYAAJ&rdid=book-s1gVAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,Moby Dick,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice
27,8,0.05802047781569966,0.21245733788395904,0.04436860068259386,0.08447098976109214,0.20051194539249148,0.07935153583617748,0.08959044368600683,0.23122866894197952,0.30973451327433627,0.6902654867256637,Pride and Prejudice by Jane Austen,trust,anticipation,joy,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen.txt,"{'type': 'OTHER', 'identifier': 'HARVARD:32044086796588'}",Pride and Prejudice,Jane Austen,1918,http://books.google.com/books/content?id=s1gVAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,401,4,"Austen’s most celebrated novel tells the story of Elizabeth Bennet, a bright, lively young woman with four sisters, and a mother determined to marry them to wealthy men. At a party near the Bennets’ home in the English countryside, Elizabeth meets the wealthy, proud Fitzwilliam Darcy. Elizabeth initially finds Darcy haughty and intolerable, but circumstances continue to unite the pair. Mr. Darcy finds himself captivated by Elizabeth’s wit and candor, while her reservations about his character slowly vanish. The story is as much a social critique as it is a love story, and the prose crackles with Austen’s wry wit.",https://play.google.com/store/books/details?id=s1gVAAAAYAAJ&rdid=book-s1gVAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,Moby Dick,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice
28,9,0.0438034188034188,0.21153846153846154,0.030982905982905984,0.08226495726495726,0.19444444444444445,0.07158119658119658,0.09722222222222222,0.26816239316239315,0.2465753424657534,0.7534246575342466,Pride and Prejudice by Jane Austen,trust,anticipation,joy,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen.txt,"{'type': 'OTHER', 'identifier': 'HARVARD:32044086796588'}",Pride and Prejudice,Jane Austen,1918,http://books.google.com/books/content?id=s1gVAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,401,4,"Austen’s most celebrated novel tells the story of Elizabeth Bennet, a bright, lively young woman with four sisters, and a mother determined to marry them to wealthy men. At a party near the Bennets’ home in the English countryside, Elizabeth meets the wealthy, proud Fitzwilliam Darcy. Elizabeth initially finds Darcy haughty and intolerable, but circumstances continue to unite the pair. Mr. Darcy finds himself captivated by Elizabeth’s wit and candor, while her reservations about his character slowly vanish. The story is as much a social critique as it is a love story, and the prose crackles with Austen’s wry wit.",https://play.google.com/store/books/details?id=s1gVAAAAYAAJ&rdid=book-s1gVAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,Moby Dick,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice
29,10,0.09256198347107437,0.16033057851239668,0.06115702479338843,0.11983471074380166,0.16115702479338842,0.10578512396694215,0.0884297520661157,0.21074380165289255,0.39372325249643364,0.6062767475035663,Pride and Prejudice by Jane Austen,trust,anticipation,joy,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen.txt,"{'type': 'OTHER', 'identifier': 'HARVARD:32044086796588'}",Pride and Prejudice,Jane Austen,1918,http://books.google.com/books/content?id=s1gVAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,401,4,"Austen’s most celebrated novel tells the story of Elizabeth Bennet, a bright, lively young woman with four sisters, and a mother determined to marry them to wealthy men. At a party near the Bennets’ home in the English countryside, Elizabeth meets the wealthy, proud Fitzwilliam Darcy. Elizabeth initially finds Darcy haughty and intolerable, but circumstances continue to unite the pair. Mr. Darcy finds himself captivated by Elizabeth’s wit and candor, while her reservations about his character slowly vanish. The story is as much a social critique as it is a love story, and the prose crackles with Austen’s wry wit.",https://play.google.com/store/books/details?id=s1gVAAAAYAAJ&rdid=book-s1gVAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,Moby Dick,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice
30,11,0.08849557522123894,0.1672566371681416,0.06017699115044248,0.10442477876106195,0.15309734513274337,0.1088495575221239,0.08672566371681416,0.23097345132743363,0.38583815028901736,0.6141618497109826,Pride and Prejudice by Jane Austen,trust,anticipation,joy,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen.txt,"{'type': 'OTHER', 'identifier': 'HARVARD:32044086796588'}",Pride and Prejudice,Jane Austen,1918,http://books.google.com/books/content?id=s1gVAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,401,4,"Austen’s most celebrated novel tells the story of Elizabeth Bennet, a bright, lively young woman with four sisters, and a mother determined to marry them to wealthy men. At a party near the Bennets’ home in the English countryside, Elizabeth meets the wealthy, proud Fitzwilliam Darcy. Elizabeth initially finds Darcy haughty and intolerable, but circumstances continue to unite the pair. Mr. Darcy finds himself captivated by Elizabeth’s wit and candor, while her reservations about his character slowly vanish. The story is as much a social critique as it is a love story, and the prose crackles with Austen’s wry wit.",https://play.google.com/store/books/details?id=s1gVAAAAYAAJ&rdid=book-s1gVAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,Moby Dick,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice
31,12,0.06612903225806452,0.19193548387096773,0.06290322580645161,0.09838709677419355,0.17661290322580644,0.10806451612903226,0.09193548387096774,0.20403225806451614,0.38865248226950355,0.6113475177304964,Pride and Prejudice by Jane Austen,trust,anticipation,joy,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen.txt,"{'type': 'OTHER', 'identifier': 'HARVARD:32044086796588'}",Pride and Prejudice,Jane Austen,1918,http://books.google.com/books/content?id=s1gVAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,401,4,"Austen’s most celebrated novel tells the story of Elizabeth Bennet, a bright, lively young woman with four sisters, and a mother determined to marry them to wealthy men. At a party near the Bennets’ home in the English countryside, Elizabeth meets the wealthy, proud Fitzwilliam Darcy. Elizabeth initially finds Darcy haughty and intolerable, but circumstances continue to unite the pair. Mr. Darcy finds himself captivated by Elizabeth’s wit and candor, while her reservations about his character slowly vanish. The story is as much a social critique as it is a love story, and the prose crackles with Austen’s wry wit.",https://play.google.com/store/books/details?id=s1gVAAAAYAAJ&rdid=book-s1gVAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,Moby Dick,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice
32,13,0.0472972972972973,0.21509009009009009,0.03490990990990991,0.08558558558558559,0.18693693693693694,0.0731981981981982,0.11261261261261261,0.24436936936936937,0.2879581151832461,0.7120418848167539,Pride and Prejudice by Jane Austen,trust,anticipation,joy,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen.txt,"{'type': 'OTHER', 'identifier': 'HARVARD:32044086796588'}",Pride and Prejudice,Jane Austen,1918,http://books.google.com/books/content?id=s1gVAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,401,4,"Austen’s most celebrated novel tells the story of Elizabeth Bennet, a bright, lively young woman with four sisters, and a mother determined to marry them to wealthy men. At a party near the Bennets’ home in the English countryside, Elizabeth meets the wealthy, proud Fitzwilliam Darcy. Elizabeth initially finds Darcy haughty and intolerable, but circumstances continue to unite the pair. Mr. Darcy finds himself captivated by Elizabeth’s wit and candor, while her reservations about his character slowly vanish. The story is as much a social critique as it is a love story, and the prose crackles with Austen’s wry wit.",https://play.google.com/store/books/details?id=s1gVAAAAYAAJ&rdid=book-s1gVAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,Moby Dick,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice
33,14,0.09476534296028881,0.17418772563176896,0.06588447653429604,0.13267148014440433,0.1371841155234657,0.12454873646209386,0.08393501805054152,0.18682310469314078,0.4162826420890937,0.5837173579109063,Pride and Prejudice by Jane Austen,trust,anticipation,joy,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen.txt,"{'type': 'OTHER', 'identifier': 'HARVARD:32044086796588'}",Pride and Prejudice,Jane Austen,1918,http://books.google.com/books/content?id=s1gVAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,401,4,"Austen’s most celebrated novel tells the story of Elizabeth Bennet, a bright, lively young woman with four sisters, and a mother determined to marry them to wealthy men. At a party near the Bennets’ home in the English countryside, Elizabeth meets the wealthy, proud Fitzwilliam Darcy. Elizabeth initially finds Darcy haughty and intolerable, but circumstances continue to unite the pair. Mr. Darcy finds himself captivated by Elizabeth’s wit and candor, while her reservations about his character slowly vanish. The story is as much a social critique as it is a love story, and the prose crackles with Austen’s wry wit.",https://play.google.com/store/books/details?id=s1gVAAAAYAAJ&rdid=book-s1gVAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,Moby Dick,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice
34,15,0.0785296574770259,0.1821219715956558,0.04678362573099415,0.11946532999164577,0.15288220551378445,0.1086048454469507,0.08688387635756056,0.2247284878863826,0.37577639751552794,0.6242236024844721,Pride and Prejudice by Jane Austen,trust,anticipation,joy,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen.txt,"{'type': 'OTHER', 'identifier': 'HARVARD:32044086796588'}",Pride and Prejudice,Jane Austen,1918,http://books.google.com/books/content?id=s1gVAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,401,4,"Austen’s most celebrated novel tells the story of Elizabeth Bennet, a bright, lively young woman with four sisters, and a mother determined to marry them to wealthy men. At a party near the Bennets’ home in the English countryside, Elizabeth meets the wealthy, proud Fitzwilliam Darcy. Elizabeth initially finds Darcy haughty and intolerable, but circumstances continue to unite the pair. Mr. Darcy finds himself captivated by Elizabeth’s wit and candor, while her reservations about his character slowly vanish. The story is as much a social critique as it is a love story, and the prose crackles with Austen’s wry wit.",https://play.google.com/store/books/details?id=s1gVAAAAYAAJ&rdid=book-s1gVAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,Moby Dick,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice
35,16,0.06782608695652174,0.21217391304347827,0.0391304347826087,0.08521739130434783,0.18695652173913044,0.08956521739130435,0.09565217391304348,0.2234782608695652,0.3395931142410016,0.6604068857589984,Pride and Prejudice by Jane Austen,trust,anticipation,joy,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen.txt,"{'type': 'OTHER', 'identifier': 'HARVARD:32044086796588'}",Pride and Prejudice,Jane Austen,1918,http://books.google.com/books/content?id=s1gVAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,401,4,"Austen’s most celebrated novel tells the story of Elizabeth Bennet, a bright, lively young woman with four sisters, and a mother determined to marry them to wealthy men. At a party near the Bennets’ home in the English countryside, Elizabeth meets the wealthy, proud Fitzwilliam Darcy. Elizabeth initially finds Darcy haughty and intolerable, but circumstances continue to unite the pair. Mr. Darcy finds himself captivated by Elizabeth’s wit and candor, while her reservations about his character slowly vanish. The story is as much a social critique as it is a love story, and the prose crackles with Austen’s wry wit.",https://play.google.com/store/books/details?id=s1gVAAAAYAAJ&rdid=book-s1gVAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,Moby Dick,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice
36,17,0.06406685236768803,0.21541318477251625,0.04921077065923862,0.09842154131847725,0.18198700092850512,0.09656453110492108,0.07520891364902507,0.2191272051996286,0.35096153846153844,0.6490384615384616,Pride and Prejudice by Jane Austen,trust,anticipation,joy,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen.txt,"{'type': 'OTHER', 'identifier': 'HARVARD:32044086796588'}",Pride and Prejudice,Jane Austen,1918,http://books.google.com/books/content?id=s1gVAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,401,4,"Austen’s most celebrated novel tells the story of Elizabeth Bennet, a bright, lively young woman with four sisters, and a mother determined to marry them to wealthy men. At a party near the Bennets’ home in the English countryside, Elizabeth meets the wealthy, proud Fitzwilliam Darcy. Elizabeth initially finds Darcy haughty and intolerable, but circumstances continue to unite the pair. Mr. Darcy finds himself captivated by Elizabeth’s wit and candor, while her reservations about his character slowly vanish. The story is as much a social critique as it is a love story, and the prose crackles with Austen’s wry wit.",https://play.google.com/store/books/details?id=s1gVAAAAYAAJ&rdid=book-s1gVAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,Moby Dick,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice
37,18,0.06382978723404255,0.21554116558741906,0.04902867715078631,0.0666049953746531,0.2062904717853839,0.09158186864014801,0.08325624421831637,0.2238667900092507,0.31699346405228757,0.6830065359477124,Pride and Prejudice by Jane Austen,trust,anticipation,joy,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen.txt,"{'type': 'OTHER', 'identifier': 'HARVARD:32044086796588'}",Pride and Prejudice,Jane Austen,1918,http://books.google.com/books/content?id=s1gVAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,401,4,"Austen’s most celebrated novel tells the story of Elizabeth Bennet, a bright, lively young woman with four sisters, and a mother determined to marry them to wealthy men. At a party near the Bennets’ home in the English countryside, Elizabeth meets the wealthy, proud Fitzwilliam Darcy. Elizabeth initially finds Darcy haughty and intolerable, but circumstances continue to unite the pair. Mr. Darcy finds himself captivated by Elizabeth’s wit and candor, while her reservations about his character slowly vanish. The story is as much a social critique as it is a love story, and the prose crackles with Austen’s wry wit.",https://play.google.com/store/books/details?id=s1gVAAAAYAAJ&rdid=book-s1gVAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,Moby Dick,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice
38,19,0.09331131296449216,0.17588769611891,0.0611065235342692,0.11395540875309662,0.17671345995045418,0.09826589595375723,0.07349298100743187,0.20726672171758878,0.3581081081081081,0.6418918918918919,Pride and Prejudice by Jane Austen,trust,anticipation,joy,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen.txt,"{'type': 'OTHER', 'identifier': 'HARVARD:32044086796588'}",Pride and Prejudice,Jane Austen,1918,http://books.google.com/books/content?id=s1gVAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,401,4,"Austen’s most celebrated novel tells the story of Elizabeth Bennet, a bright, lively young woman with four sisters, and a mother determined to marry them to wealthy men. At a party near the Bennets’ home in the English countryside, Elizabeth meets the wealthy, proud Fitzwilliam Darcy. Elizabeth initially finds Darcy haughty and intolerable, but circumstances continue to unite the pair. Mr. Darcy finds himself captivated by Elizabeth’s wit and candor, while her reservations about his character slowly vanish. The story is as much a social critique as it is a love story, and the prose crackles with Austen’s wry wit.",https://play.google.com/store/books/details?id=s1gVAAAAYAAJ&rdid=book-s1gVAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,Moby Dick,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice
39,20,0.08930987821380243,0.20027063599458728,0.044654939106901215,0.05412719891745602,0.18132611637347767,0.06901217861975643,0.058186738836265225,0.30311231393775373,0.27479674796747966,0.7252032520325203,Pride and Prejudice by Jane Austen,trust,anticipation,joy,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen,Pride and Prejudice by Jane Austen.txt,"{'type': 'OTHER', 'identifier': 'HARVARD:32044086796588'}",Pride and Prejudice,Jane Austen,1918,http://books.google.com/books/content?id=s1gVAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,401,4,"Austen’s most celebrated novel tells the story of Elizabeth Bennet, a bright, lively young woman with four sisters, and a mother determined to marry them to wealthy men. At a party near the Bennets’ home in the English countryside, Elizabeth meets the wealthy, proud Fitzwilliam Darcy. Elizabeth initially finds Darcy haughty and intolerable, but circumstances continue to unite the pair. Mr. Darcy finds himself captivated by Elizabeth’s wit and candor, while her reservations about his character slowly vanish. The story is as much a social critique as it is a love story, and the prose crackles with Austen’s wry wit.",https://play.google.com/store/books/details?id=s1gVAAAAYAAJ&rdid=book-s1gVAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,Moby Dick,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice
40,1,0.06111111111111111,0.21388888888888888,0.04861111111111111,0.09583333333333334,0.18194444444444444,0.09027777777777778,0.09166666666666666,0.21666666666666667,0.3194444444444444,0.6805555555555556,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley",trust,fear,anticipation,Frankenstein Or The Modern Prometheus by Mary Wollstonecraft Shelley,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley","Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley.txt","{'type': 'OTHER', 'identifier': 'HARVARD:HXK5PC'}","Frankenstein, or, The Modern Prometheus",Mary Wollstonecraft Shelley,1869,http://books.google.com/books/content?id=2Zc3AAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,177,3.5,"Frankenstein was published in 1818, the work of a 21-year-old genius named Mary Shelley. Hundreds of movies, adaptations, and monster masks later, its reputation remains so lively that the title has become its own word in the English language. Victor Frankenstein, a scientist, discovers the secret of reanimating the dead. After he rejects his hideous creation, not even the farthest poles of the earth will keep his bitter monster from seeking an inhuman revenge. Inspired by a uniquely Romantic view of science’s possibilities, Shelley’s masterpiece ultimately wrestles with the hidden shadows of the human mind.",https://play.google.com/store/books/details?id=2Zc3AAAAYAAJ&rdid=book-2Zc3AAAAYAAJ&rdot=1&source=gbs_api,,,Moby Dick,The Scarlet Letter,Pride and Prejudice,"Frankenstein, or, The Modern Prometheus"
41,2,0.07572614107883817,0.16701244813278007,0.052904564315352696,0.12240663900414937,0.17946058091286307,0.12863070539419086,0.07053941908713693,0.2033195020746888,0.34574468085106386,0.6542553191489362,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley",trust,fear,anticipation,Frankenstein Or The Modern Prometheus by Mary Wollstonecraft Shelley,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley","Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley.txt","{'type': 'OTHER', 'identifier': 'HARVARD:HXK5PC'}","Frankenstein, or, The Modern Prometheus",Mary Wollstonecraft Shelley,1869,http://books.google.com/books/content?id=2Zc3AAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,177,3.5,"Frankenstein was published in 1818, the work of a 21-year-old genius named Mary Shelley. Hundreds of movies, adaptations, and monster masks later, its reputation remains so lively that the title has become its own word in the English language. Victor Frankenstein, a scientist, discovers the secret of reanimating the dead. After he rejects his hideous creation, not even the farthest poles of the earth will keep his bitter monster from seeking an inhuman revenge. Inspired by a uniquely Romantic view of science’s possibilities, Shelley’s masterpiece ultimately wrestles with the hidden shadows of the human mind.",https://play.google.com/store/books/details?id=2Zc3AAAAYAAJ&rdid=book-2Zc3AAAAYAAJ&rdot=1&source=gbs_api,,,Moby Dick,The Scarlet Letter,Pride and Prejudice,"Frankenstein, or, The Modern Prometheus"
42,3,0.08974358974358974,0.15734265734265734,0.06876456876456877,0.12237762237762238,0.1445221445221445,0.11655011655011654,0.08041958041958042,0.2202797202797203,0.3774703557312253,0.6225296442687747,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley",trust,fear,anticipation,Frankenstein Or The Modern Prometheus by Mary Wollstonecraft Shelley,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley","Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley.txt","{'type': 'OTHER', 'identifier': 'HARVARD:HXK5PC'}","Frankenstein, or, The Modern Prometheus",Mary Wollstonecraft Shelley,1869,http://books.google.com/books/content?id=2Zc3AAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,177,3.5,"Frankenstein was published in 1818, the work of a 21-year-old genius named Mary Shelley. Hundreds of movies, adaptations, and monster masks later, its reputation remains so lively that the title has become its own word in the English language. Victor Frankenstein, a scientist, discovers the secret of reanimating the dead. After he rejects his hideous creation, not even the farthest poles of the earth will keep his bitter monster from seeking an inhuman revenge. Inspired by a uniquely Romantic view of science’s possibilities, Shelley’s masterpiece ultimately wrestles with the hidden shadows of the human mind.",https://play.google.com/store/books/details?id=2Zc3AAAAYAAJ&rdid=book-2Zc3AAAAYAAJ&rdot=1&source=gbs_api,,,Moby Dick,The Scarlet Letter,Pride and Prejudice,"Frankenstein, or, The Modern Prometheus"
43,4,0.09854014598540146,0.17518248175182483,0.07542579075425791,0.12165450121654502,0.145985401459854,0.11070559610705596,0.0948905109489051,0.17761557177615572,0.3977777777777778,0.6022222222222222,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley",trust,fear,anticipation,Frankenstein Or The Modern Prometheus by Mary Wollstonecraft Shelley,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley","Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley.txt","{'type': 'OTHER', 'identifier': 'HARVARD:HXK5PC'}","Frankenstein, or, The Modern Prometheus",Mary Wollstonecraft Shelley,1869,http://books.google.com/books/content?id=2Zc3AAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,177,3.5,"Frankenstein was published in 1818, the work of a 21-year-old genius named Mary Shelley. Hundreds of movies, adaptations, and monster masks later, its reputation remains so lively that the title has become its own word in the English language. Victor Frankenstein, a scientist, discovers the secret of reanimating the dead. After he rejects his hideous creation, not even the farthest poles of the earth will keep his bitter monster from seeking an inhuman revenge. Inspired by a uniquely Romantic view of science’s possibilities, Shelley’s masterpiece ultimately wrestles with the hidden shadows of the human mind.",https://play.google.com/store/books/details?id=2Zc3AAAAYAAJ&rdid=book-2Zc3AAAAYAAJ&rdot=1&source=gbs_api,,,Moby Dick,The Scarlet Letter,Pride and Prejudice,"Frankenstein, or, The Modern Prometheus"
44,5,0.08662280701754387,0.16228070175438597,0.06907894736842106,0.12609649122807018,0.16666666666666666,0.11293859649122807,0.0756578947368421,0.20065789473684212,0.3826429980276134,0.6173570019723866,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley",trust,fear,anticipation,Frankenstein Or The Modern Prometheus by Mary Wollstonecraft Shelley,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley","Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley.txt","{'type': 'OTHER', 'identifier': 'HARVARD:HXK5PC'}","Frankenstein, or, The Modern Prometheus",Mary Wollstonecraft Shelley,1869,http://books.google.com/books/content?id=2Zc3AAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,177,3.5,"Frankenstein was published in 1818, the work of a 21-year-old genius named Mary Shelley. Hundreds of movies, adaptations, and monster masks later, its reputation remains so lively that the title has become its own word in the English language. Victor Frankenstein, a scientist, discovers the secret of reanimating the dead. After he rejects his hideous creation, not even the farthest poles of the earth will keep his bitter monster from seeking an inhuman revenge. Inspired by a uniquely Romantic view of science’s possibilities, Shelley’s masterpiece ultimately wrestles with the hidden shadows of the human mind.",https://play.google.com/store/books/details?id=2Zc3AAAAYAAJ&rdid=book-2Zc3AAAAYAAJ&rdot=1&source=gbs_api,,,Moby Dick,The Scarlet Letter,Pride and Prejudice,"Frankenstein, or, The Modern Prometheus"
